ID,filename,RG,family
20127,9bae897c19f237c22b6bdc024df27455e739be24bed07ef0d409f2df87eeda58,1,3
20128,9bd4aaf4c7a7cde7757d7083acba1936909a37709b78f702d5997f18edc2c0c6,1,3
20129,9cf9441554ac727f9d191ad9de1dc101867ffe5264699cafcf2734a4b89d5d6a,1,3
20130,a6903580ab0f4f6e41778b8d20c663b56436ae1dda08a241f3ac22ad329870fb,1,3
20131,b824bbc645f15e213b4cb2628f7d383e9e37282059b03f6fe60f7c84ea1fed1f,1,3
20132,bd0a7378cd96701edafc0a8ddd7b2a9904552be29804750bff47b3e08e23319f,1,3
20133,c6e2ef30a86baa670590bd21acf5b91822117e0cbe6060060bc5fe0182dace99,1,3
20134,ccee26ea662c87a6c3171b091044282849cc8d46d4b9b9da6cf429b8114c4239,1,3
20135,d4647619fa2dc8fef5560d1662cbee6eb7dc95298dd40edf12dd4c8ee902d767,1,3
20136,e4fd947a781611c85ea2e5afa51b186de7f351026c28eb067ad70028acd72cda,1,3
20137,fe2b2beeff98cae90f58a5b2f01dab31eaa98d274757a7dd9f70f4dc8432a6e2,1,3
20138,002dd9b7cbf8ca2a09434f8c4abd85631efe922ab8daa1219d86d83a0228aeda,1,4
20139,004ede55a972e10d9a21bcf338b4907d6eed65bf5ad6abbbd5aec7d8484bdedf,1,4
20140,040fcbd360c7498756519cb0e687120bd623da80784034ea89178409491b1c44,1,4
20141,0460cfa76fb0a02be92b0bc99a09168ebe38dbc8eeb1aa966dca66f0e849b53d,1,4
20142,0951fde8a8ea9cd45d2be14d63e6e55c8e87af0da45cf3776b495871652aa862,1,4
20143,198667b1eda010a431dfb051a101cc73ead1d45ba8d0f6641ec1c14bca4106f3,1,4
20144,1b8081bae0e493d098b8756b1e7c4b19715a78946cf227f2c27f9311e6718420,1,4
20145,1ce8a939b3e7d84c59c12dc9e1091532f4336dac533847b6533b01d9dcf494e9,1,4
20146,1ef1ff8b1e81815d13bdd293554ddf8b3e57490dd3ef4add7c2837ddc67f9c24,1,4
20147,26b2401211769d2fa1415228b4b1305eeeed249a996d149ad83b6fc9c4f703ce,1,4
20148,2fc6d7df9252b1e2c4eb3ad7d0d29c188d87548127c44cebc40db9abe8e5aa35,1,4
20149,4bfd58d4e4a6fe5e91b408bc190a24d352124902085f9c2da948ad7d79b72618,1,4
20150,4d8fcd9492a256c0cb9567e63b53b75c2a591f5eebe7293298239736034b742a,1,4
20151,4f17d7fa344b970890ed1bc52a0da95146cab9fe56ecabafafacb0ad212558c9,1,4
20152,53b1c1b2f41a7fc300e97d036e57539453ff82001dd3f6abf07f4896b1f9ca22,1,4
20153,58ca4e482db7cf5c924256e53d8516d422e76cf4b85b43dc2b9ba0c7cb471ff7,1,4
20154,59a9f0de96eff57768e995b296ae75778a232f30d95a7b7ab5048c621b50c66d,1,4
20155,61dd6a0b2870d62f56c7fe0039d42bf5351588f927267fe7b4ee0761872a3b20,1,4
20156,633b9d373da7d2916f4d3b2902d4817c0f3ad5de5466ac85f34bdd37a8d3dd37,1,4
20157,64a3a3ec70d20636299b8fe4f50c2b4d077f9934ee2d6ccf7d440b05b9770f56,1,4
20158,6815e1e06e29863290319eb3e814ae2a394271aa2f95cc7c31a649c4c2f4fd04,1,4
20159,707b752f6bd89d4f97d08602d0546a56d27acfe00e6d5df2a2cb67c5e2eeee30,1,4
20160,7ca57576c6a2d7dbf49faeafd4804c6b86d9af7fff1390c58a30eb9d9bf2fbfd,1,4
20161,98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db,1,4
20162,9aed278f54f65e546fb9f7f34dff26d0835a0a21a5a4fc4c026bf84596ed277e,1,4
20163,b524ed1cc22253f09d56f54d8ded4566b63352ff739f58de961f8a5bebb0fad9,1,4
20164,c14f8bc656284715516f26935afe487a1d584f56ffabbcb98f2974f6ca6cd3a4,1,4
20165,d16645bce49ea342c4b4f5afa3f711bf0a3986a4a7354f96f24a21f161fff7cb,1,4
20166,d21c71a090cd6759efc1f258b4d087e82c281ce65a9d76f20a24857901e694fc,1,4
20167,d236d64b7bf9510ea1746d10a4c164a2ef2c724cc62b2bca91d72bdf24821e40,1,4
20168,d338295d50d5b39d8377c593f6d46feb512823e2724704448cc885b40c5056e0,1,4
20169,d3c75c5bc4ae087d547bd722bd84478ee6baf8c3355b930f26cc19777cd39d4c,1,4
20170,d417f3785a33da8b26ce68b62e66bdf7d46869b692fe325541a7be2b98119bd1,1,4
20171,d7868354f2dfe79e91adef4f7b24bcb60772a76c577bcc5c71709c8a3e26eb5d,1,4
20172,dbc76355c56a885a1475174fb5325d61b875fd6207ef465cae05617b49463a38,1,4
20173,e16fea1b8874cc6b26e7e2df9697f03f86efa82247bb3b2922f1d05052dbcbb4,1,4
20174,e64e350861b86d4e05668bc25e6c952880f6b39ca921496ccce1487dbf6acab6,1,4
20175,eacaab8d6520c9bf9dec6cbdffa7c4ad8c15fd57dd4165cf895a0aaae3ffe371,1,4
20176,eae876886f19ba384f55778634a35a1d975414e83f22f6111e3e792f706301fe,1,4
20177,ef2cd9ded5532af231e0990feaf2df8fd79dc63f7a677192e17b89ef4adb7dd2,1,4
20178,ef870eae64e28ebd71c8ad909af39ea9a072256bfd634210f4de24ded5a3304a,1,4
20179,f20ed03ba228b36064517c1e5fff9ae40d957451a5c6d9a48f9bbe2c3dd881b7,1,4
20180,f7b83f07f6fec1df0fa73c935c96dc2ec8fbe0de3b17bb56f9963c92c22715c3,1,4
20181,f848c62dbc910ee32990161cc598f550707d26c524394be35c7bdb7a62626047,1,4
20182,f99c69327a746f4fde02b7a550cf6c9f48e5e22fcb49bea0e3e4bc5a3efa605c,1,4
20183,fc783af396a1bd9c81613cd051db69e778c102953aec0d6f67743846f3b862e6,1,4
20184,fe1652f4b828c9f98ff4a37829f4a988ad3c1601fc0dff7f99fe941ae4e81864,1,4
20185,fe6e84192da5c0210d4bd51e809792b28e60edb337917f903a7e9a31bc40cf86,1,4
20186,029c5d48e425206e2ae84a63d62bdbc80362702913b38618a423c541c8a0ed40,1,5
20187,0a0c225f0e5ee941a79f2b7701f1285e4975a2859eb4d025d96d9e366e81abb9,1,5
20188,12ee27f56ec8a2a3eb2fe69179be3f7a7193ce2b92963ad33356ed299f7ed975,1,5
20189,151fbd6c299e734f7853497bd083abfa29f8c186a9db31dbe330ace2d35660d5,1,5
20190,1667e1635736f2b2ba9727457f995a67201ddcd818496c9296713ffa18e17a43,1,5
20191,17139a10fd226d01738fe9323918614aa913b2a50e1a516e95cced93fa151c61,1,5
20192,1cc7c198a8a2c935fd6f07970479e544f5b35a8eb3173de0305ebdf76a0988cb,1,5
20193,1d4c0b32aea68056755daf70689699200ffa09688495ccd65a0907cade18bd2a,1,5
20194,1ef8db7e8bd3aaba8b1cef96cd52fde587871571b1719c5d40f9a9c98dd26f84,1,5
20195,243dff06fc80a049f4fb37292f8b8def0fce29768f345c88ee10699e22b0ae60,1,5
20196,2d82be244e23001148ed5a6d83856b6f7cd20c3f7786481303d5d584c51ff5f0,1,5
20197,2de09a815efcc64810046de69b8e0aa1c9e9beee77b66560a0b15d737485e3c5,1,5
20198,43e61519be440115eeaa3738a0e4aa4bb3c8ac5f9bdfce1a896db17a374eb8aa,1,5
20199,47eccaaa672667a9cea23e24fd702f7b3a45cbf8585403586be474585fd80243,1,5
20200,4d9432e8a0ceb64c34b13d550251b8d9478ca784e50105dc0d729490fb861d1a,1,5
20201,508dd6f7ed6c143cf5e1ed6a4051dd8ee7b5bf4b7f55e0704d21ba785f2d5add,1,5
20202,516664139b0ddd044397a56482d7308d87c213c320a3151ccb9738e8f932654b,1,5
20203,521c503bc3f5d8b2aa8819e8e30e2019e74ea9649a57529fb32c3dfc66a1e7ef,1,5
20204,533672da9d276012ebab3ce9f4cd09a7f537f65c6e4b63d43f0c1697e2f5e48d,1,5
20205,533d26fdacdcaf1b908458c39bb503e5aa94025811c6b6d1f3c8a9142ade8404,1,5
20206,56e7b9c4b8962b6ff0d1e0162ca8515a07b576cd47ba90221354838733f8689a,1,5
20207,61ca175c2f04cb5279f8507e69385577cf04e4e896a01d0b5357746a241c7846,1,5
20208,665afa26d6110bb35ec8a60878068a0e69e1c805d9073bef71a48a3404c164e9,1,5
20209,68872cc22fbdf0c2f69c32ac878ba9a7b7cf61fe5dd0e3da200131b8b23438e7,1,5
20210,6931b124d38d52bd7cdef48121fda457d407b63b59bb4e6ead4ce548f4bbb971,1,5
20211,6d656f110246990d10fe0b0132704b1323859d4003f2b1d5d03f665c710b8fd3,1,5
20212,78782fd324bc98a57274bd3fff8f756217c011484ebf6b614060115a699ee134,1,5
20213,8cfd28911878af048fb96b6cc0b9da770542576d5c2b20b193c3cfc4bde4d3bc,1,5
20214,973dfafc3051d8c2849f62c556ab8057da706f15d1ffd8871de894ae3a24d86b,1,5
20215,9cee5522a7ca2bfca7cd3d9daba23e9a30deb6205f56c12045839075f7627297,1,5
20216,a11cc5051e3a88428db495f6d8e4b6381a1cb3fa5946a525ef5c00bfcb44e210,1,5
20217,ac092962654b46a670b030026d07f5b8161cecd2abd6eece52b7892965aa521b,1,5
20218,afb22b1ff281c085b60052831ead0a0ed300fac0160f87851dacc67d4e158178,1,5
20219,b565e9266717161163e884793dc1004f9f2ca94ab0533df9c167d5d188cebf2f,1,5
20220,b6855793aebdd821a7f368585335cb132a043d30cb1f8dccceb5d2127ed4b9a4,1,5
20221,bac7f1cb70a0fe909590f7b270248705d216b4abaf4e5dd4969fa4f1949badec,1,5
20222,bafa2efff234303166d663f967037dae43701e7d63d914efc8c894b3e5be9408,1,5
20223,bc32a2ccf158ebe2b76646be865a4c6dd91da6b8e5bb0dd9520102a9bfea5439,1,5
20224,bfb31c96f9e6285f5bb60433f2e45898b8a7183a2591157dc1d766be16c29893,1,5
20225,cbbc7052fed8d0002d07736a68219f01a5a4e1c19ee50310e2381e96fa8836ed,1,5
20226,cc54647e8c3fe7b701d78a6fa072c52641ac11d395a6d2ffaf05f38f53112556,1,5
20227,d43b271fb4931263f8fa54b297e3cf60762a0fe5c50ed76999f276dcc3c283be,1,5
20228,d97c0b6ee613e03aa3256fcdd3757e54ba4c7bb5910887247dc857f2701f9a46,1,5
20229,e0493b082077648eb33ca1294f2b26bc4c96d3820913c46330923e8bb3d73230,1,5
20230,e0c0cbc50a9ed4d01a176497c8dba913cbbba515ea701a67ef00dcb7c8a84368,1,5
20231,e51e4c372edf2bbe476a4b7630225c1875c5ccea2ed55b418bd793c54ce9a84d,1,5
20232,ec368752c2cf3b23efbfa5705f9e582fc9d6766435a7b8eea8ef045082c6fbce,1,5
20233,f3f25af554bedfa4ee2824bb858280282bd87828d446048619dc49fe061741b4,1,5
20234,f42bcc81c05e8944649958f8b9296c5523d1eb8ab00842d66530702e476561ef,1,5
20235,fb76b4a667c6d790c39fcc93a3aac8cd2a224f0eb9ece4ecfd7825f606c2a8b6,1,5
20236,00ce72bb6fb1d2c1d32aa4c4a147e1b9b390cf9d3ae8b5c0cab2718118db4430,1,6
20237,038e577d25d5b9237fbbef6080f53f462b01e75f83449bf0020ef0b14f371ac6,1,6
20238,085105e613ad37808a8db9a3c2ba5561d5d38d5c5c43b469c93d15f0d64af0c1,1,6
20239,0a40acb8ddbc2ed8f8b703681fadf9fcb2672fdb75d93c150b45c6465cc9b1b4,1,6
20240,118d216a9a9a4fd19ac8e56cef76fe9529269a152857ad8e98386361a5fb8e0d,1,6
20241,17227020b2f5ca57f2d632d0d37de8d0ffcdef142e98a6af591e8180963cd3cc,1,6
20242,18c2ad1d4db2011971f1a67a82762cc48d3e6c4f2e5d27fbc719bff465f98933,1,6
20243,246fbca7a62d38c5c15e47bddbb92c303e2470adaf514817b43c9f274cb47e7f,1,6
20244,2c487a43ae6091d64f09bcfb1baa8b43fb502e9c9fc34f828cebfe251d9ad1f5,1,6
20245,2d0eb35f04745646d8c6eb3d1ab1c3e8bc8c30f1a9dc0ad89ea260e898ed9d4e,1,6
20246,2dd2c201103ac3a5bf77ae7b30d0032ed215f59f883543c816e516ab454383fb,1,6
20247,307077d1a3fd2b53b94d88268e31b0b89b8c0c2ee9dbb46041d3e2395243f1b3,1,6
20248,324cb383fd7f47c079b162b725215bb4badfd4c0b2e41d330fa38344e59e77ce,1,6
20249,32eadf068d9d090fcf57145a09df4ce515c196387e409a01fbf052ff790879bf,1,6
20250,34c485ad11076ede709ff409c0e1867dc50fd40311ae6e7318ddf50679fa4049,1,6
20251,3e7f30a802c595379ad3158ffe4ba5bc9e4a4d304430a2d846330adee70dc9a5,1,6
20252,40a837f93edb2531fe35733d725efb490c7b5199d031a6e087b5041aed6eea05,1,6
20253,438af5e212ca33f9e04431dfac555945a3f0926865930f96230adb07dec0a2be,1,6
20254,4708750c9a6fdeaec5f499a3cd26bb5f61db4f82e66484dc7b44118effbb246f,1,6
20255,4992506df46c0b80f4619f3cb7478346561260366422c085f18356194b6cc3e3,1,6
20256,4b6de6cf9a91af3abf522643cb138747725ec1ae47d1defd66488e246a1fec8d,1,6
20257,4d8ffa30554984f32eabbcb7a99699dd833ea85a8483db8753cc40bde7cee923,1,6
20258,53cee5760768d57218ccc210948592f29d41b98cba17a81a87d0392e1eeffaf6,1,6
20259,553532c3bc00e3b85bcbac054bc4f05cb4fffba6f44a17c663dd37732ce1772d,1,6
20260,553f674770840d592fd718f1cb8eed6d4210c7ce73944fb2d200e8588584fccb,1,6
20261,55f111fa13c58f4e6eb6f9828621a463944b7de26fa09cff5a38c31f457def7d,1,6
20262,56f1a65ab205548d7cc50c044c510210f084d7c7a381be7e3dd6530da1ce6aff,1,6
20263,584e757b4fb9b56105c3a57053976323f82535c8264082f81dd43f233c04cab9,1,6
20264,5997f7c46d8860cb07a00edf9e093e21a2416cc508c51dbd3838628d9b46b0d5,1,6
20265,5a0d1265d52d2f76dae31aab48b706a72f03078a6111694f59c4ebf06e6e9f43,1,6
20266,629302ede09446efc6c44bea6fb9d4c62354816e227f61868528b6af43eeee94,1,6
20267,6985917d29596b66d9bbc745a13d5577110d9b0408719c5559d23dd59a9e4f0b,1,6
20268,8e8b6818423930eea073315743b788aef2f41198961946046b7b89042cb3f95a,1,6
20269,90c54543aaf085e00879d4fe98a6dfb8148548f374828d50b6e3ac44668138b2,1,6
20270,97689f3967844dd326e7a2b68e7da5b6b3967eea7748d1e3313910a16cacdf16,1,6
20271,9a4e6b6a25332f21e4e15bd5c67ea1613db78bf02fa3cef2eba47f27723f8d58,1,6
20272,a08c192df62e58faf203a10d830a6f0c34f1d843373ce5ca6f4826ed45a36764,1,6
20273,ad14312e134f8b9483b2d701b1470758e8944764ec803252efede6b1c49e9485,1,6
20274,b565c8e1e81796db13409f37e4bd28877272b5e54ab5c0a3d9b6a024e7f5a039,1,6
20275,b6c644a1644dd9b81a604fb6ad6a8cebf4a9b14d5c41da633a93ba2f459f31ae,1,6
20276,c855a83b6b0b51c9e9bc1b2676d5644f1c578b87734517ce63820ca33d155707,1,6
20277,d13c712deac973ddd3666c02b76e8c0f2f5a4291078b579e231cdb8f5554efb2,1,6
20278,d424fd77dc8e421ac66621a2ea3a36533e6cdb19335b909cbaaac970993e62a4,1,6
20279,d4b6920e28ddba697f8e2e33f6479d16c9b92fefdc36894e3c594e3f71095e4d,1,6
20280,e4a43f0bb8216496b95826c2c1aeb2f3ece6a7d87a8dbc7a0cc6a3935ace3d90,1,6
20281,e589257b8ad21635e0b1cf15b0936f939b19153806c3dcb9d502853525977817,1,6
20282,0b5f142418adffa1ba2c6fed16dee81a505481b411759aa7355c1d3fb0d719b4,1,7
20283,0fe622ba1a8d90793d2646b8afa7c75834d1a4bf9dd0696e5b894037c13ed299,1,7
20284,17528798f8b5ec83731a383b16b692bb3a5aa6d9c09fe0e9bb6fb92687350963,1,7
20285,1ccbe79a55bb1b855fcd6e66611ab754b608b16a9500fc87334c3e2c25a2a91b,1,7
20286,3da52a407801a5e41d792a65d145f056059d470a242849b92032f51fcec8ecfc,1,7
20287,46254a390027a1708f6951f8af3da13d033dee9a71a4ee75f257087218676dd5,1,7
20288,516fb7b0f610494d2702c31402dcb1116a489760f70ea102c900482d0514f465,1,7
20289,53709a38525d1f76995a3f70fdab6521eb0f2a568cb31693db15231198ed55a5,1,7
20290,60ab87df9a77924e9f12484fa94f63fa4bb4c646072cf4b002492f59b1ee0103,1,7
20291,624255fef7e958cc3de9e454d2de4ae1a914a41fedc98b2042756042f68c2b69,1,7
20292,64aae03c2a7f3646e6e85102074f691fc64c605d3cd7e5f2c019e0be25e03962,1,7
20293,750150ec6d50212936151b881c6e3bae30bf76fb233602b064984bc46fc4f4c0,1,7
20294,7f0dcd67e61f9f1388d3ba92cca0c6da0c49751f96d77b3100e0c6173092524c,1,7
20295,84dfebb04d3f98ea63f803c46d83243c4bbdbcb6a6be238600e2ff9118fb05ed,1,7
20296,a0c3976f5d93927b0ee4e5c17057d3bb028ff26e4200ba63fbc9fa0d311eda57,1,7
20297,b3e2ebc49bed60465f27a1ad5364014053bb0182ae3eb06211a12f2008893ee0,1,7
20298,c66157a916c7f874bd381a775b8eede422eb59819872fdffafc5649eefa76373,1,7
20299,cf961a8a5da4d9453ac1eea45b6f33a896616c4872a50ca603b9899aac403691,1,7
20300,d4d2701df5c47ccb3ccb95693fcb0cfa493695be32c6daba2218ca73f76cf9e9,1,7
20301,f27e8691520ca218bccc6bfc6880d52bcce3e2218fd1cb0d40c85260df2d822c,1,7
20302,f658ddcf8e87de957a81bb92d44ce02913b427e8bccbe663669ee2613d355555,1,7
20303,f6c5fe6cf03045fa15b36adaaefba0b3a2bee19551c34b61f886904c5060f457,1,7
20304,fb04d01431c33b1ec19cc2986e48174e97a0c62fdab1ec08cacf3969f3d51bda,1,7
20305,027d99aaaa6803a07d07ce0ba1fa66964388129d3b26dcf8621a3310692b0a61,1,8
20306,2b37a372626063afce9e08199342a41bbe4183b0d5ba7864ff61eb6e6f7c4fdf,1,8
20307,3582343032c1b72e970ac45cabc28610eb47aa4e3d5d0eea3e231e6958db0f3b,1,8
20308,428ce154645d5d70743dcd489ce18e3618f7a9b8fe6856584c1501d5e5841a8b,1,8
20309,4d1b3c3907d6ad35f69899e5e8244e541e86e643c2628b61f254341ff95ecb52,1,8
20310,6db3aae21a6d80857c85f58c4c8b2cf9c6b7f8b8a9ab1d5496d18eaf9bd0bd01,1,8
20311,793dcc731fa2c6f7406fd52c7ac43926ac23e39badce09677128cce0192e19b0,1,8
20312,8ce8636d2b4807cf66f78156ad7af4035202f6b770eed78b5fe875d3e321b155,1,8
20313,8d684a790a5683b8decde9fb5a819c4a164d3032723a151a30ff26d3c2b1aabf,1,8
20314,8da469200a4b3899b23a34232eec537f12c621aa3c8766a9745d8ff721ef5296,1,8
20315,a7e27cc38a39ff242da39d05e04b95ea9b656829dfe2e90e8226351da8813d7d,1,8
20316,b1280c85c41ba01ae9d6bf83b8d1483033dce2d15133b273e303cf935e0be9f8,1,8
20317,b1bcc54ef15f91d9291357eca02862174bd6158e95813eff1ab0c16ba48ff10e,1,8
20318,bf6e5f9d060ebc5bb70144ca6e795bfc249c6590ab9f45e258ec9b5f3d49eeb6,1,8
20319,cea934f291a4be8edb7b29e5c960093da9ee47195e53720dd6df5c977e741f4f,1,8
20320,dfecb46078038bcfa9d0b8db18bdc0646f33bad55ee7dd5ee46e61c6cf399620,1,8
20321,eeb8a83d7532797d39d060ffb2a65562e8d803c4dbd8379289f99367cac2f850,1,8
20322,f86e27e58356c554269b93713ea53b797d92359f0abb25bf70fe2de278278f7f,1,8
20323,fdb89d5de25bbf478ab5c14e2586128f4fb309c5ef2fa5bf917fc7e37afcd1ff,1,8
20324,0030c9190c6f96dffea80d960cf4d87aacbeffb2f08c2c9e7a60b318bd636dbf,1,9
20325,007988b1ffdce1e161071f92a130b64650735a5eed6445806c2c967d0902c286,1,9
20326,07c82be075c33f06ef8e411d5f32e7b3d51a47be63233f2d66250cbf2903b777,1,9
20327,098aad386b0f549cefddf2001dba9f31f40d88a3618cd3a8d5589b4b0b467342,1,9
20328,0d38a79805947ec49ba34769b9a9f9cdfc4032c3c7112bed465d46b09b587ef9,1,9
20329,0d8a1610fbe90831d4aae127563c8b6d0f0fe85aae3cd7062013f74cf38be4f0,1,9
20330,137e0d194e572f779a9334960063f1c482e73d4758d75663f2a298393bc52bea,1,9
20331,1673a950aa003ed5110d0ced961bfb29e9acd424897cd27d846f3a686d73678c,1,9
20332,1b808c06993ff740e36df55805d367217933c17bff9a34c6767a5e6f3d4453fd,1,9
20333,2698c0506fd1c0332cfab3d1a7b3438269f2a2d1168eb3d09c83d805bf0724b1,1,9
20334,2c9538b89e32cac819526b5ec77a19cd32ec88c60631bec1f00311c11e3b0219,1,9
20335,2e92f62d73a7157e74bf3810356b799cfb77bf57b97e6f8c9261f02ed1ce944c,1,9
20336,2fbe3c62a6ee7966c9bbc46be6e38d2a442fe544f38e74312b25f32f38d72715,1,9
20337,33d1fcc12e2e01e484477df9a0c748fa6efd96fb2d004f6af7413939ebf36e12,1,9
20338,4837a97055193bf58d97c1c0e46dafdb754a5bd7654908231e3fb6cd650eec4c,1,9
20339,4864e064c66cfa321ff21d0730b9d2e78009803b3c99b1500b8ccdf31efd4b7d,1,9
20340,4b5fe7497864d07f78af15fa3e1aa3702b303b89f9644624871d83dd0f484749,1,9
20341,4be2d7cc2d715d7e5b87eb21f0c984f4da961d63aec448c790800fc1f76f2b98,1,9
20342,52f2b6380b492c175837418285cbefa51f1de3187d00c01383bb5f9ca4ebe7db,1,9
20343,5c95c59b3a7fc2dfa43c0b372e3ae5af566d458d35296f3bd4313bbc4dcf050b,1,9
20344,5c9fec26413d6b015d395afb86b87bb0ef245618bfae2d6c3a9bffb3fc56052c,1,9
20345,64d341ecbc52f9d78080bf23559ec1778824979dd19498ee44032ec1d5224ff6,1,9
20346,650b1403bcd20a724261ecb656112ed5742610e41097d05d5eff160ce8fd0f91,1,9
20347,657ba4fed4cbf7c0b83967bfc80be084fb0a55afe6393914742232810275f052,1,9
20348,6f4de91333804c26c9b9807a8480bd2b7c7116bd42c3ad3f8f3d6d835d2153b2,1,9
20349,7a6daa99265f10fe73576aafdfcf5c8ccbd9602d482f999cdc53c7b4c7f89687,1,9
20350,7cbc7453ac42556c52a88011cca5e634d86a3f5398e44c8d33b3c08f0ffde633,1,9
20351,81e34ce24935bf192ee0eff4a43c673ff65a36e4f6c5a12973371c7389037625,1,9
20352,872bf2c276fe3242513c2ed1b254a5ab3c0dea273dde944c05b711697811753f,1,9
20353,97351c2e4ccee87ee68146c2efee6f138e03bcfc7b029d106661d00f40528039,1,9
20354,9f7b9c0a9f745304a16b2e3b699b6ad2b7d3835cd6305b112f2590a9386c7fca,1,9
20355,a383ec861e033b3a0035caa3447aff798dc5f63f8931682610b09bae7c2cb88e,1,9
20356,a45bd4059d804b586397f43ee95232378d519c6b8978d334e07f6047435fe926,1,9
20357,a4934922ea9e1e6924f24bba64af5888d2b4df87ffb938d92304a5677549899b,1,9
20358,a81d350afaf97cc038b3f20b46d4757150d7854df5e56780326f91bc7d4fd215,1,9
20359,adad8b68c55b43fb2344c3051a28514b9ee25c9664dc7b35f36477c923664519,1,9
20360,b42540e0be78f72f1c3578634f8c89fbc9bd838c425bcbe2aabb0816dd3d2f84,1,9
20361,b4f1fb8fea5f5155e0e7f4ecd22d4c4a9582df7fb240af41728ad98c70949c11,1,9
20362,b86383ac86f27e1e6fc8656407bfbcd2462ee00640e7a310a6df265c9a0e2ae6,1,9
20363,c1eca612b5b4a7ac0076d05f8e4a6c5296296c1bf0139479b9c2dd02eb75d11f,1,9
20364,c45c084efff13cc2d01cecde8656f71c9b56b6f00704e35d1f019acc787858c4,1,9
20365,cbcff29c73b151176818c93d10ae34a1be58c710bf8b4b86b4d8e13e2232264f,1,9
20366,ce093ffa19f020a2b73719f653b5e0423df28ef1d59035d55e99154a85c5c668,1,9
20367,ce8a3474f1be9d750b5a5d5447e8f66b651d215799c1b5acb261296426542659,1,9
20368,da8c0a6ac025e95d408e72e2656d4cad02d4a3b4027ecef9d97c1a12311f37b4,1,9
20369,dbb88de4201933bdb099b21f91786be636b6e4486765f023abd3319300ed0006,1,9
20370,dc4e3c1a007475326c0a04eef870cecfd719c35f11908a113ce26355a62138ca,1,9
20371,dcdd516739eb88e2781d92429e58f7d97298d63d2a3b4df805f771407f02d33e,1,9
20372,e906f1c983c7c2756f4bcd4de9edb2c6e8d16c1f84a18fecf15b698a459183fc,1,9
20373,f0cce9bb1ede97017e6edac8f3372c522df26b73a6f136cfcfb2e1d94d0e3168,1,9
20374,00ad914476509f84b40f2dbe804dc7c37a1a24ef3472674574d3367079bf0a2a,1,10
20375,04f65270c92dda82c759c1eee49cf8f4c98a2ed0071272e49132331fda482dba,1,10
20376,082f91d85c437f415cea44b36afb4198da07b78593c836a398cd96365166e7d8,1,10
20377,0cd33e6b180862072a00a0c2f897afa754df071bcec3d13e581c41a5c27a3102,1,10
20378,21aab3925870f8e11cf4c94b9b84d252118278a50206e622b8148001e205213f,1,10
20379,2508d0ab9bed37a9f8d1ab04d2440849fcfc7e149971baf452a0440a924eeac5,1,10
20380,33d79363679a3a7a1066a28784d1a472276389f7621af35a03dc643ea9b37165,1,10
20381,3b52db44c2cdd8adfacb906362837ed449e96fcf761de4b1f26388b66b6edabe,1,10
20382,40c436f4ac5193735d05cfe2375d29449a90269a718fba9d7af179317688e2fb,1,10
20383,411c61de0ff1356abeb8daed0e63c8214fd73685e6f3b6f73c96d07250d8542c,1,10
20384,43ae62f2d7be7a9bf34c9a46ce26b94e8f73c8b7ea434830f51553a0fc820d1b,1,10
20385,4672f4ade47a4717255db6bcd9ae1fb6f4d71e85d059bb08e65df55d416126eb,1,10
20386,50d08c974f7abce2da5c2a8976d3c6017334a418359d7bb031bd0914b848b24a,1,10
20387,51634f69ba2c47e171bc6ca7acb570eefe3fafdc2dfa78be46d9f1920cb309bd,1,10
20388,53cb4674c759d5b16aa29618d36a6008e5d730585a1bcf3b465fd2517a0e90c2,1,10
20389,54664bedb8b1e8e5a05a60490739080c757a234a71cbee0917f1bdfde3c95b97,1,10
20390,54d14a53b99a62a19cd544c389fdf2dff02bea9fcaee7cf54f81b3ba8442877f,1,10
20391,5a67b802ccb3ff343066d6f285b8c933dbd9b43da1e7592f512d54d6e517b5ee,1,10
20392,626a4fa1f52623e89b3011c37c2d3ca4069dc5a4d3f5c4f74d4579c2d3d50356,1,10
20393,69310d0c9f42dd45ee986a3220f40e860ce4c9b24ab83a85c4f2f5c15439d6f5,1,10
20394,7363f13db048624a97528e2a2592e6657e4882028933506b5df9ecc62f869528,1,10
20395,80e8fadc73c34a227ed4cc9c5c822391c593c3eaba8d841feb4f4b3c7234d08e,1,10
20396,85d83b744c8837c9391358a4e75e364d52aa35e7727b61331b5085be363d59b3,1,10
20397,8d141b8ef137032125cece55ec945038c35d4eeed54ce43e0b99c2731e8790ba,1,10
20398,95739e350d7f2aca2c609768ee72ad67fcf05efca5c7ad8df3027c82b9c454cf,1,10
20399,9dd6cc25b2f920b825e15682a4d06435a42b281674ba6e99c8e2b2222c9d638f,1,10
20400,a2ad5cc5045a1645f07da7eab14ba13eb69ab7286204f61ba6a4226bfade7f17,1,10
20401,a4c7080ed8a6caa39e35dd47234c0960f91e43135186378c064f90291a0455c6,1,10
20402,a696ad284e82463e8e7942976bc517feb4247e42d14595c5997c2e6558dc17a9,1,10
20403,a9cb8fb06970ee8652983bdad227d24f50133853b64e29b76bae98b4063409b3,1,10
20404,ac123fae7b38fab3b9dfc3b28af23688d1ad1e66b659ab38e75ca334d7c91bf2,1,10
20405,b726d6252d6177be9e6d93ee8dffedc1949e37af927a90b28b8ca97e3208d9a6,1,10
